ID,Tank Failure Pressure (bar),Liquid Ratio,Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
10680.0,8.6,0.11,2.39,1.58,2.0,1.61,1.81,394.51,324.3,13.0,6.0,15.0,2.18,26.0,superheated,42.5,-42.0,96.7,16.0,2.0,14.15,9.2,-2.3,0.36049932
10681.0,8.66,0.1,2.41,1.61,1.99,1.61,1.81,396.31,324.05,13.0,6.0,15.0,2.21,26.0,superheated,42.5,-42.0,96.7,17.0,2.0,14.15,9.2,5.0,0.18082096
10682.0,8.58,0.11,2.41,1.62,2.01,1.61,1.79,395.02,324.19,13.0,6.0,15.0,2.19,26.0,superheated,42.5,-42.0,96.7,18.0,2.0,14.15,9.2,12.3,0.15825579
10683.0,8.72,0.11,2.42,1.6,2.01,1.61,1.8,394.85,324.12,13.0,6.0,15.0,2.21,26.0,superheated,42.5,-42.0,96.7,19.0,3.0,15.3,3.35,-2.3,0.22496398
10684.0,8.77,0.11,2.41,1.61,1.98,1.58,1.81,396.27,323.69,13.0,6.0,15.0,2.21,26.0,superheated,42.5,-42.0,96.7,20.0,3.0,15.3,3.35,5.0,0.11079641
10685.0,8.62,0.11,2.39,1.61,2.0,1.6,1.79,394.17,324.43,13.0,6.0,15.0,2.19,26.0,superheated,42.5,-42.0,96.7,21.0,3.0,15.3,3.35,12.3,0.10020334
10686.0,8.57,0.1,2.38,1.6,2.02,1.62,1.79,395.2,324.18,13.0,6.0,15.0,2.22,26.0,superheated,42.5,-42.0,96.7,22.0,4.0,15.3,3.6,12.6,0.065072298
10687.0,8.6,0.11,2.38,1.6,1.99,1.61,1.78,393.7,323.83,13.0,6.0,15.0,2.21,26.0,superheated,42.5,-42.0,96.7,23.0,4.0,15.3,6.4,12.6,0.057456981
10688.0,8.79,0.1,2.41,1.61,1.99,1.62,1.79,394.37,323.56,13.0,6.0,15.0,2.19,26.0,superheated,42.5,-42.0,96.7,24.0,4.0,15.3,9.2,12.6,0.067677699
10689.0,8.79,0.11,2.4,1.6,1.99,1.6,1.81,394.14,324.54,13.0,6.0,15.0,2.2,26.0,superheated,42.5,-42.0,96.7,25.0,5.0,15.3,9.45,-2.3,0.11844943
10690.0,8.62,0.1,2.39,1.58,2.01,1.59,1.82,394.73,323.92,13.0,6.0,15.0,2.19,26.0,superheated,42.5,-42.0,96.7,26.0,5.0,15.3,9.45,5.0,0.071132489
10691.0,8.81,0.1,2.39,1.61,2.01,1.59,1.79,395.01,323.53,13.0,6.0,15.0,2.22,26.0,superheated,42.5,-42.0,96.7,27.0,5.0,15.3,9.45,12.3,0.064285211
10692.0,10.53,0.73,2.81,3.21,2.19,0.78,0.6,513.85,290.43,16.0,13.0,12.0,2.18,30.0,subcooled,37.9,-1.0,152.0,1.0,1.0,19.65,2.9,-0.9,0.045029655
10693.0,10.68,0.74,2.81,3.2,2.21,0.81,0.62,514.2,290.55,16.0,13.0,12.0,2.2,30.0,subcooled,37.9,-1.0,152.0,2.0,1.0,19.65,2.9,4.9,0.045048125
10694.0,10.57,0.73,2.78,3.19,2.21,0.81,0.61,513.69,290.28,16.0,13.0,12.0,2.18,30.0,subcooled,37.9,-1.0,152.0,3.0,1.0,19.65,2.9,10.7,0.043777201
10695.0,10.67,0.73,2.8,3.18,2.19,0.78,0.62,513.28,290.33,16.0,13.0,12.0,2.21,30.0,subcooled,37.9,-1.0,152.0,4.0,1.0,19.65,9.2,-0.9,0.017800299
10696.0,10.67,0.74,2.8,3.21,2.22,0.81,0.62,513.99,289.72,16.0,13.0,12.0,2.21,30.0,subcooled,37.9,-1.0,152.0,5.0,1.0,19.65,9.2,4.9,0.019813951
10697.0,10.78,0.73,2.82,3.19,2.19,0.79,0.61,515.49,289.22,16.0,13.0,12.0,2.19,30.0,subcooled,37.9,-1.0,152.0,6.0,1.0,19.65,9.2,10.7,0.02110948
10698.0,10.47,0.74,2.81,3.18,2.19,0.81,0.59,515.49,290.09,16.0,13.0,12.0,2.2,30.0,subcooled,37.9,-1.0,152.0,7.0,1.0,19.65,15.5,-0.9,0.018109374
10699.0,10.72,0.74,2.78,3.21,2.19,0.79,0.59,514.97,290.15,16.0,13.0,12.0,2.18,30.0,subcooled,37.9,-1.0,152.0,8.0,1.0,19.65,15.5,4.9,0.018375628
10700.0,10.77,0.74,2.79,3.19,2.18,0.8,0.59,513.53,289.43,16.0,13.0,12.0,2.2,30.0,subcooled,37.9,-1.0,152.0,9.0,1.0,19.65,15.5,10.7,0.03622371
10701.0,10.74,0.73,2.8,3.19,2.21,0.81,0.6,514.24,289.76,16.0,13.0,12.0,2.21,30.0,subcooled,37.9,-1.0,152.0,10.0,2.0,17.35,2.9,-0.9,0.16834289
10702.0,10.73,0.74,2.8,3.21,2.22,0.79,0.62,515.4,289.55,16.0,13.0,12.0,2.2,30.0,subcooled,37.9,-1.0,152.0,11.0,2.0,17.35,2.9,4.9,0.16395226
10703.0,10.67,0.74,2.8,3.22,2.2,0.81,0.58,514.33,289.6,16.0,13.0,12.0,2.2,30.0,subcooled,37.9,-1.0,152.0,12.0,2.0,17.35,2.9,10.7,0.11996597
10704.0,10.65,0.74,2.79,3.2,2.21,0.81,0.59,515.39,290.14,16.0,13.0,12.0,2.2,30.0,subcooled,37.9,-1.0,152.0,13.0,2.0,17.35,9.2,-0.9,0.18155916
10705.0,10.72,0.73,2.79,3.18,2.2,0.8,0.59,514.25,289.44,16.0,13.0,12.0,2.21,30.0,subcooled,37.9,-1.0,152.0,14.0,2.0,17.35,9.2,4.9,0.1828924
10706.0,10.66,0.73,2.78,3.2,2.2,0.78,0.61,514.4,289.48,16.0,13.0,12.0,2.22,30.0,subcooled,37.9,-1.0,152.0,15.0,2.0,17.35,9.2,10.7,0.14808786
10707.0,10.54,0.74,2.78,3.19,2.18,0.8,0.59,513.81,290.48,16.0,13.0,12.0,2.19,30.0,subcooled,37.9,-1.0,152.0,16.0,2.0,17.35,15.5,-0.9,0.14545934
10708.0,10.69,0.73,2.8,3.21,2.19,0.8,0.59,513.71,290.12,16.0,13.0,12.0,2.18,30.0,subcooled,37.9,-1.0,152.0,17.0,2.0,17.35,15.5,4.9,0.149207
10709.0,10.59,0.73,2.79,3.2,2.2,0.81,0.61,514.72,290.2,16.0,13.0,12.0,2.2,30.0,subcooled,37.9,-1.0,152.0,18.0,2.0,17.35,15.5,10.7,0.13470957
10710.0,10.85,0.74,2.79,3.19,2.2,0.81,0.58,514.33,290.15,16.0,13.0,12.0,2.22,30.0,subcooled,37.9,-1.0,152.0,19.0,3.0,18.5,2.65,-0.9,0.11493077
10711.0,10.77,0.73,2.78,3.2,2.2,0.82,0.62,514.12,289.91,16.0,13.0,12.0,2.18,30.0,subcooled,37.9,-1.0,152.0,20.0,3.0,18.5,2.65,4.9,0.11308108
10712.0,10.61,0.74,2.78,3.18,2.18,0.79,0.61,514.82,289.81,16.0,13.0,12.0,2.21,30.0,subcooled,37.9,-1.0,152.0,21.0,3.0,18.5,2.65,10.7,0.083253644
10713.0,10.56,0.73,2.8,3.2,2.19,0.78,0.59,514.59,289.77,16.0,13.0,12.0,2.18,30.0,subcooled,37.9,-1.0,152.0,22.0,4.0,18.5,2.9,11.0,0.064217217
10714.0,10.77,0.74,2.82,3.18,2.2,0.79,0.6,514.54,289.9,16.0,13.0,12.0,2.2,30.0,subcooled,37.9,-1.0,152.0,23.0,4.0,18.5,9.2,11.0,0.057229128
10715.0,10.58,0.74,2.78,3.22,2.2,0.81,0.6,513.37,290.06,16.0,13.0,12.0,2.19,30.0,subcooled,37.9,-1.0,152.0,24.0,4.0,18.5,15.5,11.0,0.058020439
10716.0,10.56,0.73,2.81,3.2,2.18,0.82,0.58,514.18,289.95,16.0,13.0,12.0,2.22,30.0,subcooled,37.9,-1.0,152.0,25.0,5.0,18.5,15.75,-0.9,0.050006852
10717.0,10.62,0.73,2.8,3.21,2.18,0.79,0.6,514.68,290.3,16.0,13.0,12.0,2.2,30.0,subcooled,37.9,-1.0,152.0,26.0,5.0,18.5,15.75,4.9,0.050948542
10718.0,10.66,0.73,2.82,3.21,2.2,0.79,0.59,514.46,290.76,16.0,13.0,12.0,2.19,30.0,subcooled,37.9,-1.0,152.0,27.0,5.0,18.5,15.75,10.7,0.060385678
10719.0,37.85,0.74,0.62,4.01,0.62,2.0,0.19,439.58,339.02,12.0,9.0,9.0,2.01,6.0,subcooled,42.5,-42.0,96.7,1.0,1.0,14.35,-3.1,-1.9,0.049976114
10720.0,37.59,0.74,0.62,3.98,0.6,1.98,0.19,439.34,338.7,12.0,9.0,9.0,2.02,6.0,subcooled,42.5,-42.0,96.7,2.0,1.0,14.35,-3.1,2.4,0.037899278
10721.0,37.61,0.73,0.58,3.99,0.62,2.0,0.21,439.84,339.24,12.0,9.0,9.0,2.01,6.0,subcooled,42.5,-42.0,96.7,3.0,1.0,14.35,-3.1,6.7,0.044049516
10722.0,37.82,0.74,0.6,4.0,0.59,2.01,0.2,440.6,338.62,12.0,9.0,9.0,1.99,6.0,subcooled,42.5,-42.0,96.7,4.0,1.0,14.35,1.2,-1.9,0.029653348
10723.0,37.61,0.74,0.59,4.0,0.59,1.99,0.18,440.5,338.98,12.0,9.0,9.0,2.01,6.0,subcooled,42.5,-42.0,96.7,5.0,1.0,14.35,1.2,2.4,0.031106697
10724.0,37.68,0.74,0.6,4.02,0.6,2.01,0.21,439.67,338.52,12.0,9.0,9.0,1.98,6.0,subcooled,42.5,-42.0,96.7,6.0,1.0,14.35,1.2,6.7,0.022308795
10725.0,37.5,0.74,0.6,3.98,0.6,2.01,0.19,438.51,338.77,12.0,9.0,9.0,2.01,6.0,subcooled,42.5,-42.0,96.7,7.0,1.0,14.35,5.5,-1.9,0.034836102
10726.0,37.65,0.73,0.6,3.99,0.6,2.01,0.18,440.36,338.25,12.0,9.0,9.0,2.01,6.0,subcooled,42.5,-42.0,96.7,8.0,1.0,14.35,5.5,2.4,0.024616797
10727.0,37.68,0.74,0.58,4.0,0.62,2.02,0.2,439.37,338.47,12.0,9.0,9.0,2.0,6.0,subcooled,42.5,-42.0,96.7,9.0,1.0,14.35,5.5,6.7,0.032960411
10728.0,37.77,0.74,0.59,3.99,0.61,1.98,0.18,440.29,338.08,12.0,9.0,9.0,2.0,6.0,subcooled,42.5,-42.0,96.7,10.0,2.0,12.25,-3.1,-1.9,0.29494011
10729.0,37.73,0.74,0.6,4.02,0.61,2.0,0.21,439.83,338.33,12.0,9.0,9.0,2.01,6.0,subcooled,42.5,-42.0,96.7,11.0,2.0,12.25,-3.1,2.4,0.16386536
10730.0,37.71,0.74,0.59,4.01,0.6,2.01,0.21,438.94,337.95,12.0,9.0,9.0,1.99,6.0,subcooled,42.5,-42.0,96.7,12.0,2.0,12.25,-3.1,6.7,0.13191922
10731.0,37.84,0.74,0.59,4.01,0.61,1.98,0.2,440.12,338.56,12.0,9.0,9.0,2.01,6.0,subcooled,42.5,-42.0,96.7,13.0,2.0,12.25,1.2,-1.9,0.3459639
10732.0,37.57,0.73,0.6,4.01,0.62,1.99,0.19,439.05,339.43,12.0,9.0,9.0,2.0,6.0,subcooled,42.5,-42.0,96.7,14.0,2.0,12.25,1.2,2.4,0.20043555
10733.0,37.72,0.73,0.61,4.01,0.58,1.99,0.22,439.14,338.88,12.0,9.0,9.0,1.99,6.0,subcooled,42.5,-42.0,96.7,15.0,2.0,12.25,1.2,6.7,0.15669325
10734.0,37.74,0.73,0.62,3.99,0.6,1.99,0.2,440.1,337.93,12.0,9.0,9.0,1.98,6.0,subcooled,42.5,-42.0,96.7,16.0,2.0,12.25,5.5,-1.9,0.25446749
10735.0,37.51,0.74,0.62,3.98,0.58,2.0,0.2,438.22,338.33,12.0,9.0,9.0,2.0,6.0,subcooled,42.5,-42.0,96.7,17.0,2.0,12.25,5.5,2.4,0.1358619
10736.0,37.8,0.73,0.62,4.0,0.59,1.99,0.21,440.14,338.98,12.0,9.0,9.0,2.01,6.0,subcooled,42.5,-42.0,96.7,18.0,2.0,12.25,5.5,6.7,0.11265447
10737.0,37.87,0.74,0.58,4.01,0.6,1.99,0.18,438.93,337.9,12.0,9.0,9.0,2.0,6.0,subcooled,42.5,-42.0,96.7,19.0,3.0,13.3,-3.35,-1.9,0.12331352
10738.0,37.74,0.74,0.61,4.02,0.61,1.99,0.22,439.52,338.87,12.0,9.0,9.0,1.98,6.0,subcooled,42.5,-42.0,96.7,20.0,3.0,13.3,-3.35,2.4,0.079331316
10739.0,37.79,0.73,0.61,4.01,0.61,2.01,0.19,440.4,339.1,12.0,9.0,9.0,1.98,6.0,subcooled,42.5,-42.0,96.7,21.0,3.0,13.3,-3.35,6.7,0.063034736
10740.0,37.63,0.73,0.61,4.0,0.58,2.0,0.2,440.05,338.86,12.0,9.0,9.0,2.02,6.0,subcooled,42.5,-42.0,96.7,22.0,4.0,13.3,-3.1,7.0,0.061726715
10741.0,37.58,0.73,0.58,4.02,0.62,2.0,0.21,439.57,338.7,12.0,9.0,9.0,1.98,6.0,subcooled,42.5,-42.0,96.7,23.0,4.0,13.3,1.2,7.0,0.058215421
10742.0,37.92,0.73,0.58,3.99,0.61,2.01,0.21,440.44,339.12,12.0,9.0,9.0,2.02,6.0,subcooled,42.5,-42.0,96.7,24.0,4.0,13.3,5.5,7.0,0.052572325
10743.0,37.66,0.73,0.59,4.0,0.61,1.98,0.21,439.58,338.59,12.0,9.0,9.0,1.98,6.0,subcooled,42.5,-42.0,96.7,25.0,5.0,13.3,5.75,-1.9,0.093339808
10744.0,37.76,0.73,0.62,4.0,0.59,2.02,0.19,438.4,339.66,12.0,9.0,9.0,2.0,6.0,subcooled,42.5,-42.0,96.7,26.0,5.0,13.3,5.75,2.4,0.059448749
10745.0,37.6,0.74,0.61,4.01,0.59,1.99,0.21,439.53,338.91,12.0,9.0,9.0,2.0,6.0,subcooled,42.5,-42.0,96.7,27.0,5.0,13.3,5.75,6.7,0.051049273
10746.0,20.14,0.82,0.81,4.42,1.8,1.42,0.4,371.7,300.45,14.0,9.0,5.0,1.4,1.0,subcooled,42.5,-42.0,96.7,1.0,1.0,15.85,-4.1,-1.4,0.06684199
10747.0,20.15,0.81,0.79,4.38,1.8,1.39,0.4,374.0,299.71,14.0,9.0,5.0,1.38,1.0,subcooled,42.5,-42.0,96.7,2.0,1.0,15.85,-4.1,0.9,0.066548817
10748.0,20.39,0.81,0.79,4.41,1.82,1.41,0.41,372.56,300.96,14.0,9.0,5.0,1.39,1.0,subcooled,42.5,-42.0,96.7,3.0,1.0,15.85,-4.1,3.2,0.077414386
10749.0,20.31,0.81,0.82,4.4,1.81,1.4,0.39,373.5,300.81,14.0,9.0,5.0,1.38,1.0,subcooled,42.5,-42.0,96.7,4.0,1.0,15.85,0.2,-1.4,0.065719739
10750.0,20.34,0.81,0.78,4.39,1.78,1.42,0.4,373.27,300.5,14.0,9.0,5.0,1.41,1.0,subcooled,42.5,-42.0,96.7,5.0,1.0,15.85,0.2,0.9,0.040973641
10751.0,20.24,0.82,0.81,4.39,1.79,1.39,0.41,372.09,300.79,14.0,9.0,5.0,1.39,1.0,subcooled,42.5,-42.0,96.7,6.0,1.0,15.85,0.2,3.2,0.040354308
10752.0,20.07,0.82,0.79,4.41,1.79,1.39,0.39,374.02,300.12,14.0,9.0,5.0,1.38,1.0,subcooled,42.5,-42.0,96.7,7.0,1.0,15.85,4.5,-1.4,0.041312929
10753.0,20.33,0.81,0.81,4.39,1.82,1.4,0.38,373.21,300.29,14.0,9.0,5.0,1.4,1.0,subcooled,42.5,-42.0,96.7,8.0,1.0,15.85,4.5,0.9,0.040760636
10754.0,20.41,0.81,0.8,4.41,1.78,1.41,0.42,372.97,300.0,14.0,9.0,5.0,1.41,1.0,subcooled,42.5,-42.0,96.7,9.0,1.0,15.85,4.5,3.2,0.068136461
10755.0,20.34,0.81,0.79,4.41,1.81,1.41,0.41,372.77,300.23,14.0,9.0,5.0,1.42,1.0,subcooled,42.5,-42.0,96.7,10.0,2.0,14.35,-4.1,-1.4,0.26929337
10756.0,20.16,0.81,0.81,4.42,1.82,1.41,0.4,372.51,300.47,14.0,9.0,5.0,1.39,1.0,subcooled,42.5,-42.0,96.7,11.0,2.0,14.35,-4.1,0.9,0.26176989
10757.0,20.16,0.82,0.81,4.4,1.81,1.42,0.41,373.18,300.24,14.0,9.0,5.0,1.41,1.0,subcooled,42.5,-42.0,96.7,12.0,2.0,14.35,-4.1,3.2,0.21575499
10758.0,20.21,0.81,0.8,4.4,1.81,1.41,0.39,374.87,300.64,14.0,9.0,5.0,1.4,1.0,subcooled,42.5,-42.0,96.7,13.0,2.0,14.35,0.2,-1.4,0.32249668
10759.0,20.25,0.81,0.79,4.39,1.79,1.39,0.42,372.78,300.69,14.0,9.0,5.0,1.42,1.0,subcooled,42.5,-42.0,96.7,14.0,2.0,14.35,0.2,0.9,0.31283408
10760.0,20.2,0.82,0.8,4.38,1.81,1.39,0.4,374.25,301.08,14.0,9.0,5.0,1.42,1.0,subcooled,42.5,-42.0,96.7,15.0,2.0,14.35,0.2,3.2,0.25506365
10761.0,20.39,0.81,0.79,4.39,1.79,1.41,0.42,373.09,300.96,14.0,9.0,5.0,1.4,1.0,subcooled,42.5,-42.0,96.7,16.0,2.0,14.35,4.5,-1.4,0.26537964
10762.0,20.34,0.81,0.81,4.42,1.78,1.4,0.39,373.85,299.8,14.0,9.0,5.0,1.41,1.0,subcooled,42.5,-42.0,96.7,17.0,2.0,14.35,4.5,0.9,0.25790626
10763.0,20.48,0.81,0.78,4.4,1.81,1.4,0.42,373.87,301.08,14.0,9.0,5.0,1.39,1.0,subcooled,42.5,-42.0,96.7,18.0,2.0,14.35,4.5,3.2,0.21194111
10764.0,20.2,0.82,0.79,4.38,1.82,1.39,0.4,373.42,300.56,14.0,9.0,5.0,1.39,1.0,subcooled,42.5,-42.0,96.7,19.0,3.0,15.1,-4.35,-1.4,0.15367138
10765.0,20.3,0.82,0.79,4.4,1.8,1.41,0.38,373.56,300.31,14.0,9.0,5.0,1.4,1.0,subcooled,42.5,-42.0,96.7,20.0,3.0,15.1,-4.35,0.9,0.15190005
10766.0,20.45,0.82,0.81,4.41,1.81,1.41,0.39,372.83,300.3,14.0,9.0,5.0,1.41,1.0,subcooled,42.5,-42.0,96.7,21.0,3.0,15.1,-4.35,3.2,0.1276972
10767.0,20.26,0.81,0.8,4.4,1.81,1.39,0.41,373.27,300.42,14.0,9.0,5.0,1.41,1.0,subcooled,42.5,-42.0,96.7,22.0,4.0,15.1,-4.1,3.5,0.1125031
10768.0,20.3,0.81,0.79,4.41,1.79,1.39,0.4,373.0,300.59,14.0,9.0,5.0,1.42,1.0,subcooled,42.5,-42.0,96.7,23.0,4.0,15.1,0.2,3.5,0.11546721
10769.0,20.13,0.81,0.82,4.4,1.8,1.4,0.39,373.46,300.11,14.0,9.0,5.0,1.39,1.0,subcooled,42.5,-42.0,96.7,24.0,4.0,15.1,4.5,3.5,0.10937428
10770.0,20.27,0.82,0.8,4.42,1.78,1.38,0.42,372.07,300.34,14.0,9.0,5.0,1.4,1.0,subcooled,42.5,-42.0,96.7,25.0,5.0,15.1,4.75,-1.4,0.11969833
10771.0,20.41,0.81,0.81,4.41,1.81,1.4,0.41,374.01,300.62,14.0,9.0,5.0,1.42,1.0,subcooled,42.5,-42.0,96.7,26.0,5.0,15.1,4.75,0.9,0.11718718
10772.0,20.26,0.81,0.81,4.4,1.79,1.38,0.4,372.98,300.16,14.0,9.0,5.0,1.38,1.0,subcooled,42.5,-42.0,96.7,27.0,5.0,15.1,4.75,3.2,0.11015803
10773.0,38.95,0.72,1.99,3.99,2.79,1.4,0.81,447.88,358.77,18.0,4.0,3.0,2.6,23.0,subcooled,42.5,-42.0,96.7,1.0,1.0,21.65,5.8,-1.6,0.10094212
10774.0,38.92,0.72,1.98,3.98,2.79,1.39,0.79,446.52,358.93,18.0,4.0,3.0,2.58,23.0,subcooled,42.5,-42.0,96.7,2.0,1.0,21.65,5.8,-0.3,0.10086364
10775.0,38.95,0.72,2.01,4.02,2.78,1.39,0.82,446.37,358.89,18.0,4.0,3.0,2.59,23.0,subcooled,42.5,-42.0,96.7,3.0,1.0,21.65,5.8,1.0,0.12744448
10776.0,39.08,0.72,2.01,3.99,2.8,1.41,0.8,447.85,358.84,18.0,4.0,3.0,2.58,23.0,subcooled,42.5,-42.0,96.7,4.0,1.0,21.65,7.6,-1.6,0.097878568
10777.0,39.06,0.72,2.0,3.99,2.8,1.38,0.82,448.06,358.75,18.0,4.0,3.0,2.62,23.0,subcooled,42.5,-42.0,96.7,5.0,1.0,21.65,7.6,-0.3,0.096224211
10778.0,39.15,0.72,1.99,4.01,2.81,1.42,0.8,446.45,358.89,18.0,4.0,3.0,2.58,23.0,subcooled,42.5,-42.0,96.7,6.0,1.0,21.65,7.6,1.0,0.08001668
10779.0,38.73,0.72,2.01,3.98,2.81,1.4,0.78,447.55,358.93,18.0,4.0,3.0,2.59,23.0,subcooled,42.5,-42.0,96.7,7.0,1.0,21.65,9.4,-1.6,0.10867357
10780.0,38.99,0.72,2.0,4.0,2.81,1.42,0.81,447.52,358.64,18.0,4.0,3.0,2.59,23.0,subcooled,42.5,-42.0,96.7,8.0,1.0,21.65,9.4,-0.3,0.094674744
10781.0,39.08,0.72,2.0,4.02,2.78,1.42,0.8,447.8,358.78,18.0,4.0,3.0,2.59,23.0,subcooled,42.5,-42.0,96.7,9.0,1.0,21.65,9.4,1.0,0.091334216
10782.0,39.05,0.72,2.0,4.01,2.78,1.41,0.79,446.77,357.87,18.0,4.0,3.0,2.6,23.0,subcooled,42.5,-42.0,96.7,10.0,2.0,18.95,5.8,-1.6,0.39178714
10783.0,38.93,0.73,2.01,4.02,2.79,1.38,0.78,446.49,358.24,18.0,4.0,3.0,2.59,23.0,subcooled,42.5,-42.0,96.7,11.0,2.0,18.95,5.8,-0.3,0.39219606
10784.0,38.94,0.72,1.98,3.99,2.81,1.41,0.8,446.92,359.01,18.0,4.0,3.0,2.6,23.0,subcooled,42.5,-42.0,96.7,12.0,2.0,18.95,5.8,1.0,0.3703275
10785.0,38.88,0.72,1.99,4.0,2.81,1.4,0.81,447.16,359.11,18.0,4.0,3.0,2.62,23.0,subcooled,42.5,-42.0,96.7,13.0,2.0,18.95,7.6,-1.6,0.45988989
10786.0,38.99,0.72,1.98,3.99,2.78,1.41,0.81,446.63,358.91,18.0,4.0,3.0,2.58,23.0,subcooled,42.5,-42.0,96.7,14.0,2.0,18.95,7.6,-0.3,0.46047264
10787.0,38.94,0.73,2.0,4.02,2.82,1.41,0.81,448.62,358.5,18.0,4.0,3.0,2.58,23.0,subcooled,42.5,-42.0,96.7,15.0,2.0,18.95,7.6,1.0,0.41838691
10788.0,38.95,0.72,1.99,3.98,2.82,1.41,0.8,446.79,358.94,18.0,4.0,3.0,2.61,23.0,subcooled,42.5,-42.0,96.7,16.0,2.0,18.95,9.4,-1.6,0.42316183
10789.0,38.86,0.72,2.0,4.0,2.8,1.38,0.82,447.79,358.47,18.0,4.0,3.0,2.61,23.0,subcooled,42.5,-42.0,96.7,17.0,2.0,18.95,9.4,-0.3,0.42382976
10790.0,39.03,0.72,2.0,4.0,2.8,1.38,0.81,447.55,358.1,18.0,4.0,3.0,2.6,23.0,subcooled,42.5,-42.0,96.7,18.0,2.0,18.95,9.4,1.0,0.38769087
10791.0,38.95,0.72,1.99,4.0,2.79,1.38,0.81,446.49,359.01,18.0,4.0,3.0,2.6,23.0,subcooled,42.5,-42.0,96.7,19.0,3.0,20.3,5.55,-1.6,0.30038539
10792.0,39.0,0.72,2.0,4.02,2.79,1.39,0.82,447.8,359.1,18.0,4.0,3.0,2.62,23.0,subcooled,42.5,-42.0,96.7,20.0,3.0,20.3,5.55,-0.3,0.30072963
10793.0,39.13,0.72,2.01,4.01,2.78,1.42,0.81,447.82,358.91,18.0,4.0,3.0,2.59,23.0,subcooled,42.5,-42.0,96.7,21.0,3.0,20.3,5.55,1.0,0.27239636
10794.0,38.99,0.72,1.98,4.02,2.8,1.41,0.79,446.5,358.92,18.0,4.0,3.0,2.59,23.0,subcooled,42.5,-42.0,96.7,22.0,4.0,20.3,5.8,1.3,0.21356976
10795.0,38.79,0.72,2.0,4.0,2.8,1.41,0.81,447.22,359.06,18.0,4.0,3.0,2.61,23.0,subcooled,42.5,-42.0,96.7,23.0,4.0,20.3,7.6,1.3,0.19712192
10796.0,39.0,0.72,1.99,4.02,2.8,1.4,0.78,448.33,359.33,18.0,4.0,3.0,2.61,23.0,subcooled,42.5,-42.0,96.7,24.0,4.0,20.3,9.4,1.3,0.18500873
10797.0,39.1,0.72,1.98,3.98,2.78,1.39,0.81,447.1,358.85,18.0,4.0,3.0,2.59,23.0,subcooled,42.5,-42.0,96.7,25.0,5.0,20.3,9.65,-1.6,0.14519323
10798.0,39.2,0.72,2.01,4.01,2.81,1.42,0.81,448.41,358.7,18.0,4.0,3.0,2.6,23.0,subcooled,42.5,-42.0,96.7,26.0,5.0,20.3,9.65,-0.3,0.14541765
10799.0,39.08,0.72,1.99,3.99,2.79,1.38,0.8,447.72,359.65,18.0,4.0,3.0,2.6,23.0,subcooled,42.5,-42.0,96.7,27.0,5.0,20.3,9.65,1.0,0.17274491
10800.0,30.55,0.59,2.39,6.61,0.78,1.2,0.41,361.88,335.72,12.0,13.0,5.0,1.19,17.0,subcooled,42.5,-42.0,96.7,1.0,1.0,14.45,-2.7,-1.2,0.12189838
10801.0,30.65,0.58,2.41,6.61,0.78,1.2,0.41,361.79,336.22,12.0,13.0,5.0,1.19,17.0,subcooled,42.5,-42.0,96.7,2.0,1.0,14.45,-2.7,1.1,0.12512501
10802.0,30.38,0.58,2.4,6.61,0.82,1.21,0.41,361.41,336.25,12.0,13.0,5.0,1.21,17.0,subcooled,42.5,-42.0,96.7,3.0,1.0,14.45,-2.7,3.4,0.20578067
10803.0,30.55,0.59,2.41,6.61,0.82,1.19,0.39,360.75,336.41,12.0,13.0,5.0,1.2,17.0,subcooled,42.5,-42.0,96.7,4.0,1.0,14.45,3.6,-1.2,0.12182932
10804.0,30.43,0.59,2.4,6.58,0.79,1.18,0.41,361.6,336.26,12.0,13.0,5.0,1.21,17.0,subcooled,42.5,-42.0,96.7,5.0,1.0,14.45,3.6,1.1,0.082854219
10805.0,30.51,0.58,2.39,6.6,0.8,1.21,0.4,360.69,336.09,12.0,13.0,5.0,1.19,17.0,subcooled,42.5,-42.0,96.7,6.0,1.0,14.45,3.6,3.4,0.078351498
10806.0,30.49,0.58,2.39,6.6,0.79,1.21,0.39,361.67,336.71,12.0,13.0,5.0,1.21,17.0,subcooled,42.5,-42.0,96.7,7.0,1.0,14.45,9.9,-1.2,0.077252083
10807.0,30.27,0.58,2.41,6.6,0.79,1.19,0.41,361.86,336.17,12.0,13.0,5.0,1.21,17.0,subcooled,42.5,-42.0,96.7,8.0,1.0,14.45,9.9,1.1,0.046842679
10808.0,30.31,0.59,2.4,6.61,0.8,1.19,0.41,362.45,335.64,12.0,13.0,5.0,1.18,17.0,subcooled,42.5,-42.0,96.7,9.0,1.0,14.45,9.9,3.4,0.095169403
10809.0,30.52,0.58,2.39,6.6,0.78,1.19,0.4,361.96,335.84,12.0,13.0,5.0,1.2,17.0,subcooled,42.5,-42.0,96.7,10.0,2.0,13.15,-2.7,-1.2,0.65951663
